Age,Job,Education,HouseLoan,PersonalLoan,Contact,LMonth,LDayofWeek,LDuration,Campaign,PDays,PCampaign,Y,Marital_divorced,Marital_married,Marital_single,Marital_unknown,CreditDefault_no,CreditDefault_unknown,CreditDefault_yes,POutcome_failure,POutcome_nonexistent,POutcome_success
-0.385843281,3,0,0,0,0,6,1,1.486111111,0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.094765199,1,7,1,1,1,3,3,0.560185185,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
1.152103855,2,1,1,0,1,6,1,-0.513888889,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.058695154,9,6,0,0,1,6,1,-0.518518519,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1.248225551,9,6,1,0,0,4,0,-0.49537037,0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
2.401685903,3,0,0,0,1,4,1,-0.162037037,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.097478193,0,3,1,1,1,7,3,-0.393518519,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.578086674,9,5,-1,-1,0,6,4,-0.62037037,0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
0.575373679,0,6,1,0,0,6,1,-0.300925926,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.097478193,4,6,0,0,0,4,0,1.949074074,1.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.058695154,0,6,1,0,1,1,0,-0.564814815,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.866451762,4,6,0,0,1,3,4,2.152777778,-0.5,0,0,1,0,0,1,0,1,0,0,0,1,0
-0.001356497,0,6,1,0,1,0,1,0.268518519,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.578086674,0,6,1,0,1,1,4,0.324074074,-0.5,11,2,1,0,1,0,0,1,0,0,1,0,0
1.055982159,2,3,0,0,1,3,0,0.773148148,0,0,0,0,1,0,0,0,1,0,0,0,1,0
-1.347060242,6,6,0,0,1,6,0,-0.375,0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
1.632712335,1,0,0,0,1,1,3,0.861111111,3.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.959860463,1,2,0,0,0,4,1,0.388888889,1,0,0,0,0,0,1,0,0,1,0,0,1,0
-0.866451762,0,3,0,0,1,6,2,-0.162037037,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.097478193,9,6,1,0,1,3,1,0.708333333,1,0,0,0,0,0,1,0,0,1,0,0,1,0
-0.962573458,3,3,1,0,0,6,0,-0.023148148,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.770330066,1,2,1,0,0,4,0,-0.263888889,0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.385843281,3,0,1,0,1,7,3,-0.078703704,0,0,1,0,1,0,0,0,1,0,0,1,0,0
-0.097478193,9,6,1,0,1,8,0,-0.180555556,-0.5,8,2,0,0,1,0,0,1,0,0,1,0,0
1.152103855,4,3,1,0,1,7,3,-0.486111111,-0.5,0,1,0,0,1,0,0,1,0,0,1,0,0
-1.15481685,9,2,1,0,0,4,2,0.208333333,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.481964978,1,1,0,0,0,6,3,0.078703704,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.575373679,0,6,0,0,0,6,2,0.791666667,0.5,0,0,1,0,1,0,0,1,0,0,0,1,0
2.497807599,10,0,1,0,1,0,2,8.231481481,4.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-1.058695154,0,6,0,0,0,6,3,-0.268518519,0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
1.440468943,9,5,0,1,1,1,2,0.962962963,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
1.440468943,9,5,0,0,1,1,3,-0.050925926,-0.5,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.770330066,1,5,1,0,1,0,2,2.185185185,0,0,0,1,0,1,0,0,1,0,0,0,1,0
-1.058695154,0,3,-1,-1,1,4,3,0.268518519,2,4,3,0,0,1,0,0,1,0,0,0,0,1
1.344347247,4,6,0,0,1,1,4,1.763888889,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.250938546,1,1,0,0,1,3,3,6.148148148,-0.5,0,0,1,0,0,1,0,1,0,0,0,1,0
1.055982159,1,2,1,0,1,0,0,-0.671296296,-0.5,0,1,0,0,1,0,0,0,1,0,1,0,0
-0.866451762,0,6,1,1,0,7,2,-0.416666667,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.287008591,9,6,1,0,0,6,2,4.351851852,0,0,0,1,0,0,1,0,1,0,0,0,1,0
3.651267952,5,0,1,0,1,7,2,1.310185185,-0.5,4,1,0,1,0,0,0,1,0,0,0,0,1
-1.250938546,0,6,1,0,1,3,0,0.212962963,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.539303634,0,6,1,0,0,4,3,-0.240740741,9.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.481964978,1,3,0,0,0,4,0,-0.337962963,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.481964978,0,6,1,0,1,1,0,1.532407407,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.770330066,1,5,0,0,0,6,0,0.435185185,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.767617071,10,6,1,0,1,3,3,-0.208333333,1.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.094765199,6,3,1,0,0,6,0,0.12037037,0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.962573458,9,5,1,0,1,1,1,0.296296296,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1.536590639,1,0,1,0,0,6,1,-0.314814815,2.5,0,0,0,0,1,0,0,0,1,0,0,1,0
1.921077423,9,5,1,0,0,4,1,-0.537037037,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.385843281,0,6,1,0,1,5,1,0.236111111,0,0,4,0,0,0,1,0,1,0,0,1,0,0
-0.097478193,7,3,1,0,1,7,3,0.064814815,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.67420837,0,3,1,0,1,6,4,-0.199074074,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1.248225551,9,5,0,0,1,3,0,0.134259259,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.866451762,0,6,1,0,1,7,2,-0.305555556,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.385843281,5,7,0,0,0,3,2,0.412037037,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1.728834031,1,0,1,0,0,1,4,-0.699074074,9.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.287008591,9,5,0,0,1,7,0,-0.768518519,3.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.097478193,1,1,1,0,0,4,3,0.24537037,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.770330066,0,6,1,1,1,7,2,-0.597222222,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.863738767,1,0,0,0,1,1,4,-0.388888889,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-1.731547026,0,3,1,1,1,0,0,-0.111111111,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.190886895,1,0,1,0,0,6,3,-0.472222222,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.094765199,9,5,-1,-1,0,6,3,-0.12037037,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.289721585,4,6,0,0,0,4,1,5.291666667,3.5,0,0,1,0,1,0,0,1,0,0,0,1,0
-0.770330066,0,3,0,0,1,1,0,-0.592592593,3,0,0,0,0,1,0,0,1,0,0,0,1,0
1.152103855,0,2,1,1,1,0,1,-0.740740741,1.5,0,1,0,1,0,0,0,1,0,0,1,0,0
1.055982159,1,2,0,0,0,6,2,0.050925926,1.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.097478193,10,6,0,1,1,1,1,-0.444444444,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.578086674,10,6,0,0,1,1,4,1.407407407,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.193599889,1,2,0,0,1,3,0,2.703703704,0,0,0,1,1,0,0,0,1,0,0,0,1,0
0.190886895,1,1,0,1,0,4,4,0.518518519,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.770330066,10,5,1,1,1,4,4,0.601851852,-0.5,0,0,1,0,0,1,0,1,0,0,0,1,0
0.767617071,4,6,0,1,0,4,2,-0.398148148,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.190886895,1,0,0,0,0,6,4,0.444444444,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.097478193,6,5,1,0,0,3,4,0.736111111,3,0,0,0,0,1,0,0,1,0,0,0,1,0
1.152103855,1,2,0,0,1,6,1,2.384259259,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.671495375,0,6,1,1,1,6,1,-0.009259259,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
0.671495375,9,5,1,0,1,1,4,-0.606481481,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.770330066,9,5,0,0,1,1,2,-0.050925926,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
0.190886895,1,0,0,0,0,6,3,2.625,1.5,0,0,0,1,0,0,0,1,0,0,0,1,0
0.767617071,4,6,1,0,0,6,0,-0.759259259,10.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.001356497,9,5,0,0,1,1,3,1.25462963,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.058695154,1,2,0,0,0,4,1,1.069444444,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
1.248225551,4,6,0,0,0,6,3,0.875,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.287008591,0,6,0,0,1,0,2,-0.351851852,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.094765199,2,6,1,0,1,6,4,0.444444444,-0.5,13,1,0,0,1,0,0,1,0,0,0,0,1
-1.058695154,9,6,1,0,1,3,4,3.314814815,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1.536590639,3,0,0,0,0,6,1,0.375,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.962573458,9,5,1,1,1,3,0,0.518518519,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.001356497,7,0,1,0,1,6,0,-0.439814815,-0.5,0,2,0,0,1,0,0,0,1,0,1,0,0
-0.481964978,0,6,0,1,0,6,1,-0.25,0,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.578086674,1,5,0,0,0,4,2,3.259259259,1,0,0,1,1,0,0,0,1,0,0,0,1,0
-0.962573458,0,3,1,0,0,3,1,2.601851852,1,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.962573458,1,1,0,0,1,3,1,-0.032407407,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.481964978,4,6,1,0,1,1,1,3.615740741,0,0,0,1,1,0,0,0,1,0,0,0,1,0
-0.193599889,1,3,1,0,1,3,1,-0.412037037,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0.575373679,2,5,0,1,1,0,0,-0.513888889,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.959860463,6,6,0,1,0,6,1,-0.425925926,1.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.289721585,9,5,1,0,1,7,4,0.203703704,-0.5,0,0,1,0,0,1,0,1,0,0,0,1,0
-0.770330066,0,6,1,0,1,0,4,-0.013888889,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
1.248225551,0,6,0,0,1,3,4,2.939814815,-0.5,0,0,1,0,1,0,0,0,1,0,0,1,0
1.152103855,4,6,0,0,0,6,3,0.615740741,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.578086674,10,6,1,0,0,7,1,-0.115740741,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.578086674,9,5,1,0,1,6,1,1.949074074,0,0,1,1,0,0,1,0,1,0,0,1,0,0
0.767617071,1,0,0,0,0,4,1,3.722222222,1,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.15481685,0,6,1,0,1,3,4,1.615740741,-0.5,0,0,1,0,1,0,0,1,0,0,0,1,0
0.287008591,9,5,0,0,0,4,3,-0.087962963,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.479251983,0,2,1,0,1,7,1,1.902777778,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.67420837,7,3,0,0,0,4,1,0.675925926,0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.67420837,1,2,-1,-1,0,6,1,0.162037037,0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.479251983,4,2,1,0,0,4,2,0.263888889,0,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.481964978,0,6,1,0,1,7,4,2.087962963,0,0,0,1,0,1,0,0,1,0,0,0,1,0
-0.001356497,1,0,0,0,1,6,2,-0.351851852,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.962573458,0,2,1,0,1,4,2,-0.319444444,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.289721585,9,5,1,0,1,7,3,3.101851852,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.097478193,1,3,1,0,0,6,3,-0.523148148,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.959860463,0,2,0,0,1,3,1,-0.615740741,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1.344347247,4,6,1,0,1,3,1,0.203703704,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.443181938,7,3,0,0,1,3,3,-0.087962963,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
1.152103855,0,7,1,0,0,0,4,1.032407407,-0.5,7,1,1,0,1,0,0,1,0,0,0,0,1
-0.67420837,1,3,1,1,1,6,1,-0.074074074,0,0,1,0,0,1,0,0,0,1,0,1,0,0
-0.962573458,0,3,0,0,1,3,2,-0.773148148,12.5,0,0,0,0,0,1,0,1,0,0,0,1,0
0.575373679,7,3,1,0,1,3,4,0.064814815,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.289721585,1,7,1,0,0,6,2,0.398148148,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.385843281,4,6,1,1,1,5,2,-0.398148148,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
1.536590639,1,0,1,1,0,4,2,-0.666666667,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.190886895,11,7,1,0,1,3,1,-0.680555556,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.863738767,0,3,0,0,1,1,0,-0.134259259,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.385843281,0,6,0,0,1,3,0,-0.208333333,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.866451762,0,3,0,0,1,3,1,-0.425925926,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
1.055982159,0,3,1,0,1,7,3,0.476851852,-0.5,4,7,0,1,0,0,0,1,0,0,0,0,1
1.728834031,5,3,0,0,0,4,2,0.810185185,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.481964978,9,5,0,0,1,7,4,1.143518519,0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.767617071,4,6,1,1,0,3,2,-0.12037037,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.866451762,6,6,0,0,1,9,4,-0.342592593,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.15481685,7,3,0,0,0,3,4,-0.555555556,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.767617071,5,2,0,0,0,6,4,0.37962963,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.962573458,7,3,1,1,1,3,0,-0.652777778,0,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.481964978,1,5,1,1,0,0,0,-0.305555556,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.190886895,0,6,0,0,1,1,4,-0.736111111,1.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.383130287,9,5,1,0,0,3,2,-0.055555556,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.289721585,4,6,0,0,0,6,2,0.49537037,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0.671495375,0,6,1,0,1,8,1,0.708333333,-0.5,0,1,0,0,0,1,0,1,0,0,1,0,0
1.344347247,0,0,0,0,0,6,0,-0.476851852,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-1.058695154,8,6,0,0,1,3,2,-0.351851852,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
3.266781168,5,2,0,0,1,1,2,0.037037037,0,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.289721585,0,6,1,1,1,6,0,0.851851852,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.962573458,3,3,1,1,0,4,1,-0.75,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.190886895,9,6,1,1,1,1,2,-0.319444444,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.67420837,4,6,1,1,1,7,4,0.550925926,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.481964978,0,5,0,0,1,3,3,0.157407407,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.578086674,0,3,1,0,0,4,0,-0.393518519,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.481964978,0,3,0,0,1,6,0,0.472222222,1.5,0,0,0,0,0,1,0,1,0,0,0,1,0
1.728834031,5,3,1,0,1,8,2,-0.481481481,1,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.481964978,4,6,0,1,0,1,1,-0.523148148,1.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.094765199,0,3,-1,-1,1,0,2,2.240740741,0,0,0,1,0,0,1,0,1,0,0,0,1,0
0.094765199,9,5,1,0,1,9,1,0.990740741,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.770330066,0,6,1,0,1,1,0,-0.259259259,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-1.058695154,0,6,1,1,1,1,2,-0.277777778,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-1.250938546,0,5,1,1,0,0,2,-0.291666667,0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
0.575373679,1,0,1,0,1,1,3,-0.638888889,1,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.770330066,4,6,1,0,0,6,4,0.231481481,3,0,0,0,0,1,0,0,1,0,0,0,1,0
1.632712335,0,6,1,1,1,7,0,-0.532407407,-0.5,0,0,0,1,0,0,0,0,1,0,0,1,0
-1.15481685,7,3,0,1,1,3,0,0.092592593,0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.094765199,6,6,1,0,0,6,1,2.851851852,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.67420837,0,6,1,1,1,1,2,7.657407407,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
1.344347247,1,2,1,0,1,3,1,-0.166666667,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.094765199,9,5,1,0,0,4,4,2.171296296,0.5,0,0,1,0,1,0,0,0,1,0,0,1,0
-0.866451762,0,6,1,0,0,6,1,0.180555556,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
1.536590639,2,2,1,0,1,0,4,0.023148148,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1.824955727,1,0,1,0,1,1,3,-0.388888889,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.287008591,2,5,0,1,1,3,0,-0.398148148,0,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.481964978,3,0,0,1,0,6,2,0.115740741,1.5,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.578086674,0,6,1,0,1,1,3,-0.384259259,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.193599889,0,6,1,0,0,6,0,-0.125,1,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.481964978,0,3,1,1,0,3,3,-0.106481481,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.289721585,7,1,0,0,0,6,4,-0.115740741,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0.863738767,3,1,1,0,0,4,4,-0.439814815,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.385843281,2,1,1,0,1,6,0,-0.587962963,1,0,0,0,1,0,0,0,1,0,0,0,1,0
-1.347060242,4,2,1,0,0,4,4,0.018518519,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-1.539303634,4,6,1,0,1,6,2,1.541666667,3.5,0,0,1,0,0,1,0,1,0,0,0,1,0
-0.385843281,7,3,0,0,0,6,4,-0.162037037,-0.5,0,0,0,0,0,1,0,0,1,0,0,1,0
-1.250938546,3,3,1,0,1,5,0,0.916666667,-0.5,0,0,1,0,1,0,0,1,0,0,0,1,0
-0.770330066,1,5,0,0,1,3,0,0.351851852,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.578086674,0,6,0,0,1,7,0,-0.087962963,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.097478193,9,6,0,0,1,3,1,-0.00462963,0,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.481964978,9,5,1,1,0,6,3,0.125,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.383130287,1,1,0,0,1,6,0,1.99537037,0,0,0,1,0,1,0,0,1,0,0,0,1,0
0.287008591,7,1,-1,-1,1,3,1,3.513888889,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1.536590639,2,6,0,0,1,0,2,0.111111111,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
1.055982159,2,1,0,0,1,3,0,0.046296296,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0.190886895,1,2,0,0,1,6,3,2.092592593,1.5,11,1,0,0,1,0,0,1,0,0,0,0,1
1.536590639,1,0,-1,-1,1,1,2,-0.305555556,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1.440468943,0,3,0,0,1,2,0,0.342592593,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.481964978,0,6,1,0,1,3,1,-0.111111111,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
1.921077423,5,5,1,0,1,6,0,-0.324074074,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.962573458,11,6,1,0,1,1,3,-0.393518519,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.289721585,9,2,0,1,0,6,0,0.546296296,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.770330066,1,5,1,0,0,4,1,-0.712962963,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.671495375,1,0,1,0,1,3,1,-0.453703704,1,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.443181938,9,5,1,1,1,0,2,-0.351851852,-0.5,0,1,0,0,0,1,0,1,0,0,1,0,0
-0.962573458,9,2,1,0,1,6,0,-0.583333333,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.63542533,10,3,0,0,0,3,3,-0.800925926,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.962573458,3,1,1,0,1,1,1,0.319444444,1.5,0,0,0,0,1,0,0,1,0,0,0,1,0
0.190886895,0,6,1,0,1,1,0,0.236111111,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.385843281,9,5,1,0,1,0,2,0.175925926,-0.5,3,2,1,0,0,1,0,1,0,0,0,0,1
0.575373679,9,5,1,0,1,7,1,-0.324074074,-0.5,0,1,0,0,1,0,0,1,0,0,1,0,0
-0.962573458,0,6,1,0,1,1,1,-0.351851852,0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-1.250938546,7,5,-1,-1,0,3,4,-0.62037037,3,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.67420837,7,3,1,0,0,6,0,0.967592593,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3.170659471,5,0,1,0,1,1,3,0.430555556,0,0,1,0,1,0,0,0,0,1,0,1,0,0
0.767617071,10,1,1,0,1,3,2,0.402777778,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.193599889,9,5,1,0,1,1,1,1.384259259,-0.5,0,0,1,0,1,0,0,1,0,0,0,1,0
0.959860463,6,2,1,0,1,1,2,0.180555556,2.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-1.058695154,1,7,0,0,0,4,4,0.25,0,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.289721585,9,5,1,0,1,1,1,-0.62962963,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.289721585,7,2,0,0,1,6,3,-0.662037037,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
-1.058695154,1,0,1,0,0,4,1,-0.064814815,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
4.612484912,5,0,1,0,1,5,4,-0.388888889,2,0,0,0,1,0,0,0,1,0,0,0,1,0
-1.058695154,9,6,1,0,1,4,4,-0.069444444,-0.5,0,0,1,0,0,1,0,1,0,0,0,1,0
-0.866451762,0,6,0,0,0,1,3,0.958333333,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
0.575373679,0,3,0,0,1,1,2,0.689814815,0,10,4,0,0,0,1,0,1,0,0,1,0,0
0.383130287,10,2,1,0,0,6,1,-0.12962963,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1.344347247,0,6,1,0,1,1,1,-0.462962963,0,0,0,0,1,0,0,0,1,0,0,0,1,0
-1.058695154,0,6,0,1,1,3,2,-0.092592593,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
1.440468943,2,5,1,0,1,6,3,-0.574074074,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.193599889,7,3,1,0,0,6,1,0.773148148,0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.385843281,1,2,1,0,0,6,2,2.611111111,2,0,0,0,0,1,0,0,0,1,0,0,1,0
-1.347060242,7,3,1,0,1,3,3,-0.37962963,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
1.055982159,1,2,1,0,1,7,0,0.611111111,-0.5,0,0,0,0,1,0,0,0,1,0,0,1,0
0.383130287,0,6,0,0,1,3,2,0.027777778,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.481964978,2,6,0,0,1,0,1,-0.481481481,-0.5,0,0,1,1,0,0,0,1,0,0,0,1,0
-0.001356497,0,6,0,0,0,6,0,0.157407407,-0.5,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.770330066,9,6,0,1,1,6,0,-0.199074074,0,0,1,0,0,0,1,0,1,0,0,1,0,0
-1.058695154,9,6,1,0,1,0,4,0.967592593,0,0,0,1,0,0,1,0,1,0,0,0,1,0
0.479251983,7,2,1,0,1,0,1,0.671296296,-0.5,0,0,0,1,0,0,0,1,0,0,0,1,0
-1.63542533,1,2,1,0,1,3,3,0.347222222,-0.5,0,0,0,0,0,1,0,1,0,0,0,1,0
0.287008591,4,5,0,0,1,7,3,0.356481481,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1.728834031,5,3,0,0,1,7,2,1.375,-0.5,0,0,1,0,1,0,0,1,0,0,0,1,0
0.094765199,10,2,1,0,0,0,0,0.305555556,-0.5,0,1,0,0,1,0,0,0,1,0,1,0,0
-1.250938546,1,1,1,0,0,6,4,2.101851852,4,0,0,0,0,0,1,0,1,0,0,0,1,0
0.575373679,0,6,1,0,1,3,3,-0.578703704,0,0,0,0,0,1,0,0,0,1,0,0,1,0
